Cf	cod_amm	des_amm	Comune	nome_resp	cogn_resp	Cap	Provincia	Regione	sito_istituzionale	Indirizzo	titolo_resp	tipologia_istat	tipologia_amm	acronimo	cf_validato	mail1	tipo_mail1	mail2	tipo_mail2	mail3	tipo_mail3	mail4	tipo_mail4	mail5	tipo_mail5	url_facebook	url_twitter	url_youtube	url_linkedin	liv_accessibili	alert	nb
00203700257	c_h938	Comune di San Gregorio nelle Alpi	San Gregorio nelle Alpi	Mirco	Badole	32030	BL	Veneto	www.comune.sangregorionellealpi.bl.it	Piazza Del Municipio,1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	sangregorio.bl@cert.ip-veneto.net	pec	sangregorio@feltrino.bl.it	altro	null	null	null	null	null	null				null	0		
82001170610	c_h939	Comune di San Gregorio Matese	San Gregorio Matese	Giuseppe	Mallardo	81010	CE	Campania	http//www.comune.sangregoriomatese.ce.it	Villa Ginevra	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comunesangregorio@pec.it	pec	null	null	null	null	null	null	null	null				null	0		
93006870872	c_h940	Comune di San Gregorio di Catania	San Gregorio di Catania	Carmelo	Corsaro	95027	CT	Sicilia	comune.san-gregorio-di-catania.ct.it	Piazza Guglielmo Marconi 11	Dottore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sangregorio.ct@anutel.it	pec	segreteria@comune.sangregoriodicatania.ct.it	altro	null	null	null	null	null	null					1		
00352950794	c_h941	Comune di San Gregorio D'Ippona	San Gregorio d'Ippona	Michele	Pannia	89853	VV	Calabria	www.comune.sangregoriodippona.vv.it	Via Aldo Moro N.7	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	prot.sangregoriodippona@asmepec.it	pec	info@comune.sangregoriodippona.vv.it	altro	ufficiosegreteria@comune.sangregoriodippona.vv.it	altro	ufficiotecnico@comune.sangregoriodippona.vv.it	altro	ufficioanagrafe@comune.sangregoriodippona.vv.it	altro				null	0		
82001770658	c_h943	Comune di San Gregorio Magno	San Gregorio Magno	NICOLA	PADULA	84020	SA	Campania	www.comune.sangregoriomagno.sa.it	Piazza Municipio, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.sangregoriomagno@asmepec.it	pec	null	null	null	null	null	null	null	null				null	0		1
00661100230	c_h944	Comune di Sanguinetto	Sanguinetto	Alessandro	Braga	37058	VR	Veneto	www.comune.sanguinetto.vr.it	Via Interno Castello 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanguinetto.vr@pecveneto.it	pec	protocollo@comune.sanguinetto.vr.it	altro	null	null	null	null	null	null				null	0		
00754860377	c_h945	Comune di San Lazzaro di Savena	San Lazzaro di Savena	Isabella	Conti	40068	BO	Emilia Romagna	www.comune.sanlazzaro.bo.it	Piazza Bracci, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanlazzaro@cert.provincia.bo.it	pec	null	null	null	null	null	null	null	null				null	0	1	1
00315680413	c_h949	Comune di San Leo	San Leo	Leonardo	Bindi	47865	RN	Emilia Romagna	www.comune.san-leo.rn.it	Piazza Dante Alighieri N.1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.san-leo@pec.it	pec	municipio@comune.san-leo.rn.it	altro	null	null	null	null	null	null					0		1
80008800304	c_h951	Comune di San Leonardo	San Leonardo	Antonio	Comugnaro	33040	UD	Friuli Venezia Giulia	www.comune.sanleonardo.ud.it	Via Merso Di Sopra, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanleonardo@certgov.fvg.it	pec	null	null	null	null	null	null	null	null				null	0		1
82003310214	c_h952	Comune di San Leonardo in Passiria	San Leonardo in Passiria	Konrad	Pfitscher	39015	BZ	Trentino Alto Adige	www.san-leonardo.eu	Via Carbonai, 72	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	stleonhard.sleonardo@legalmail.it	pec	info@san-leonardo.eu	altro	null	null	null	null	null	null				null	0		1
80000490625	c_h953	Comune di San Leucio del Sannio	San Leucio del Sannio	Nascenzio	Iannace	82010	BN	Campania	www.comune.sanleuciodelsannio.bn.it	Piazza Municipio	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollogenerale.sanleuciodelsannio@asmepec.it	pec	null	null	null	null	null	null	null	null				null	0		
81002060622	c_h955	Comune di San Lorenzello	San Lorenzello	Antimo	Lavorgna	82030	BN	Campania	www.comunesanlorenzello.it	Piazza Filippo Lavorgna, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.sanlorenzello@asmepec.it	pec	ragioneria.sanlorenzello@asmepec.it	pec	comune.sanlorenzello@gmail.com	altro	ragioneria@comunesanlorenzello.it	altro	amministrativo@comunesanlorenzello.it	altro	https://www.facebook.com/sanlorenzello	https://www.twitter.com/sanlorenzello	https://www.youtube.com/sanlorenzello	null	0		1
81007460215	c_h956	Comune di San Lorenzo di Sebato	San Lorenzo di Sebato	Martin	Ausserdorfer	39030	BZ	Trentino Alto Adige	www.stlorenzen.eu	Piazza Franz Hellweger, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	stlorenzen.slorenzo@legalmail.it	pec	info@stlorenzen.eu	altro	null	null	null	null	null	null				null	0		1
00244820080	c_h957	Comune di Cipressa	Cipressa	Filippo Rinaldo	Guasco	18017	IM	Liguria	www.comune.cipressa.im.it	Via Matteotti 41	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comunecipressa@pec.it	pec	demografici@comune.cipressa.im.it	altro	null	null	null	null	null	null				null	0		1
81001790419	c_h958	Comune di San Lorenzo in Campo	San Lorenzo in Campo	Antonio	Di Francesco	61047	PU	Marche	www.comune.sanlorenzoincampo.pu.it	Piazza Umberto I, 17	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanlorenzoincampo@pec.it	pec	comune.san-lorenzo@provincia.ps.it	altro	null	null	null	null	null	null				null	0		1
00283710804	c_h959	Comune di San Lorenzo	San Lorenzo	Bernardo	RUSSO	89069	RC	Calabria	sanlorenzo.asmenet.it/	Piazza Bruno Rossi, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	tecnico.sanlorenzo@asmepec.it	pec	ragioneria.sanlorenzo@asmepec.it	pec	protocollo.sanlorenzo@asmepec.it	pec	ufftecnicosanlorenzo@libero.it	altro	null	null				null	0		1
81000490789	c_h961	Comune di San Lorenzo Bellizzi	San Lorenzo Bellizzi	Antonio	Cersosimo	87070	CS	Calabria	www.comune.sanlorenzobellizzi.cs.it	Piazza B. Croce, 12	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	sanlorenzobellizzicomune@pec.it	pec	sindaco@comune.sanlorenzobellizzi.cs.it	altro	sanlorenzobellizzi@tiscali.it	altro	null	null	null	null				null	0	1	1
01334140785	c_h962	Comune di San Lorenzo del Vallo	San Lorenzo del Vallo	VINCENZO	RIMOLI	87040	CS	Calabria	www.comune.sanlorenzodelvallo.cs.it	Viale Della Liberta' 123	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	sanlorenzodelvallo@asmepec.it	pec	comune@sanlorenzodelvallo.eu	altro	null	null	null	null	null	null				null	0		1
00123480311	c_h964	Comune di San Lorenzo Isontino	San Lorenzo Isontino	GIANLUIGI	SAVINO	34070	GO	Friuli Venezia Giulia	www.comune.sanlorenzoisontino.go.it	Via Boschetto, 1	Segretario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanlorenzoisontino@certgov.fvg.it	pec	segreteria@sanlorenzois.it	altro	null	null	null	null	null	null				null	0		1
81002300622	c_h967	Comune di San Lorenzo Maggiore	San Lorenzo Maggiore	CARLO GIUSEPPE	IANNOTTI	82034	BN	Campania	www.comune.sanlorenzomaggiore.bn.it	Via S. Maria 43/A	Sindaco protempore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	prot.slm@asmepec.it	pec	anagrafe.slm@asmepec.it	pec	suap.elettorale.slm@asmepec.it	pec	null	null	null	null					0		1
00238480560	c_h969	Comune di San Lorenzo Nuovo	San Lorenzo Nuovo	Massimo	Bambini	01020	VT	Lazio	www.comunesanlorenzonuovo.it	Piazza Europa, 31	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comunesanlorenzonuovo@pec.it	pec	RAGIONERIA@COMUNESANLORENZONUOVO.IT	altro	null	null	null	null	null	null				null	0		1
81002990802	c_h970	Comune di San Luca	San Luca	Salvatore	GullI	89030	RC	Calabria	www.comune.sanluca.rc.it	Corso Corrado Alvaro N. 2	Commissario Prefettizio	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	serviziofatture.sanluca@asmepec.it	pec	servizioamministrativo@comune.sanluca.rc.it	altro	areatecnica.sanluca@asmepec.it	pec	null	null	null	null				null	0		1
86001410785	c_h971	Comune di San Lucido	San Lucido	Sergio	MALITO	87038	CS	Calabria	www.comune.sanlucido.cs.it	Via Filippo Giuliani	Responsabile	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	fatturazione.elettronica.sanlucido.cs@asmepec.it	pec	com.sanlucidosettorefinanze@legalmail.it	pec	protocollosanlucido@legalmail.it	pec	ragioneria1947@libero.it	altro	settoreterzobis@libero.it	altro					1		1
81002270627	c_h973	Comune di San Lupo	San Lupo	Franco	Mucci	82034	BN	Campania	www.comune.sanlupo.bn.it	Via Fontanelle, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	info@pec.comune.sanlupo.bn.it	pec	info@comune.sanlupo.bn.it	altro	null	null	null	null	null	null				null	0		
82002670923	c_h974	Comune di Sanluri	Sanluri	Alberto	Urpi	09025	VS	Sardegna	www.comune.sanluri.su.it	Via Carlo Felice, 201	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.sanluri.su.it	pec	servizidemografici@pec.comune.sanluri.su.it	pec	serviziofinanziario@pec.comune.sanluri.su.it	pec	null	null	null	null	https://www.facebook.com/ComuneDiSanluri	https://twitter.com/ComunediSanluri		null	0		1
00263850646	c_h975	Comune di San Mango Sul Calore	San Mango sul Calore	GENNARO	UVA	83050	AV	Campania	www.comune.sanmangosulcalore.av.it	Via Cesare Battisti 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	sindaco.sanmangosulcalore@pec.it	pec	uanag.sanmangosulcalore@pec.it	pec	urag.sanmangosulcalore@pec.it	pec	utc.sanmangosulcalore@pec.it	pec	null	null					0		1
00298010794	c_h976	Comune di San Mango D'Aquino	San Mango d'Aquino	Leopoldo	Chieffallo	88040	CZ	Calabria	www.comunedisanmangodaquino.it	Piazza Municipio N. 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	ced@pec.comunedisanmangodaquino.it	pec	protocollo@pec.comunedisanmangodaquino.it	pec	servizi.finanziari@pec.comunedisanmangodaquino.it	pec	segreteria@pec.comunedisanmangodaquino.it	pec	uff.tecnico@pec.comunedisanmangodaquino.it	pec				null	0		
80018830655	c_h977	Comune di San Mango Piemonte	San Mango Piemonte	Francesco	Di Giacomo	84090	SA	Campania	www.comune.sanmangopiemonte.sa.it	Via Roma 5	SINDACO	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	prot.sanmangopiemonte@asmepec.it	pec	null	null	null	null	null	null	null	null				null	0		1
81001610617	c_h978	Comune di San Marcellino	San Marcellino	ANACLETO	COLOMBIANO	81030	CE	Campania	www.comune.sanmarcellino.ce.it	Piazza Municipio, 1	SINDACO	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.sanmarcellino@asmepec.it	pec	tecnico.sanmarcellino@asmepec.it	pec	demografici.sanmarcellino@asmepec.it	pec	elettorale.sanmarcellino@asmepec.it	pec	ragioniere.sanmarcellino@asmepec.it	pec				null	0		
82002470423	c_h979	Comune di San Marcello	San Marcello	Pietro	Rotoloni	60030	AN	Marche	www.comune.sanmarcello.an.it	Via Matteotti, 20	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanmarcello@emarche.it	pec	null	null	null	null	null	null	null	null				null	1		
00389920786	c_h981	Comune di San Marco Argentano	San Marco Argentano	Virginia	Mariotti	87018	CS	Calabria	www.comune.sanmarcoargentano.cs.it	Via Roma, 14	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	segreteria.sanmarcoargentano@asmepec.it	pec	mail@comune.sanmarcoargentano.cs.it	altro	anagrafesanmarcoargentano@pec.it	pec	null	null	null	null				null	0		1
84004040832	c_h982	Comune di San Marco d'Alunzio	San Marco d'Alunzio	Dino	Castrovinci	98070	ME	Sicilia	www.comune.sanmarcodalunzio.me.it	Via Garibaldi	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanmarcodalunzio@pec.it	pec	g.curasi@comune.sanmarcodalunzio.me.it	altro	sandro.lunghitano@comune.sanmarcodalunzio.me.it	altro	null	null	null	null				null	0		1
00127190627	c_h984	Comune di San Marco Dei Cavoti	San Marco dei Cavoti	Giovanni	Rossi	82029	BN	Campania	www.comune.sanmarcodeicavoti.bn.it	Piazza Rimembranza,1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	postmaster@pec.comune.sanmarcodeicavoti.bn.it	pec	info@comune.sanmarcodeicavoti.bn.it	altro	null	null	null	null	null	null				null	0		
84001130719	c_h985	Comune di San Marco In Lamis	San Marco in Lamis	Michele	Merla	71014	FG	Puglia	www.comune.sanmarcoinlamis.fg.it/	Piazza Municipio, 6	SINDACO	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.sanmarcoinlamis.fg.it	pec	ragioneria@comune.sanmarcoinlamis.fg.it	altro	null	null	null	null	null	null				null	0		
82000990711	c_h986	Comune di San Marco La Catola	San Marco la Catola	Paolo	De Martinis	71030	FG	Puglia	www.comune.sanmarcolacatola.fg.it	Via Municipio, 38	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	demografico@pec.comune.sanmarcolacatola.fg.it	pec	comune@pec.comune.sanmarcolacatola.fg.it	pec	info@comune.sanmarcolacatola.fg.it	altro	null	null	null	null				null	0		1
80003890052	c_h987	Comune di San Martino Alfieri	San Martino Alfieri	Andrea	Gamba	14010	AT	Piemonte	www.comune.sanmartinoalfieri.at.it	Piazza Caduti, 3	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	san.martino.alfieri@cert.ruparpiemonte.it	pec	protocollo@comune.sanmartinoalfieri.at.it	altro	null	null	null	null	null	null				null	0	1	1
81005890215	c_h988	Comune di San Martino In Badia	San Martino in Badia	Giorgio	Costabiei	39030	BZ	Trentino Alto Adige	www.comune.sanmartinoinbadia.bz.it	Str. Tor 25	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	stmartinthurn.smartinobadia@legalmail.it	pec	info@comune.sanmartinoinbadia.bz.it	altro	null	null	null	null	null	null				null	0		1
82003270210	c_h989	Comune di San Martino in Passiria	San Martino in Passiria	Rosmarie	Pamer	39010	BZ	Trentino Alto Adige	www.stmp.it	Via Del Villaggio, 6	Sindaca	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	stmartinpasseier.smartinopassiria@legalmail.it	pec	info@stmp.it	altro	null	null	null	null	null	null				null	0		1
00067510701	c_h990	Comune di San Martino in Pensilis	San Martino in Pensilis	Antonio	D'Adderio	86046	CB	Molise	www.comune.sanmartinoinpensilis.cb.it	Via Croce, 34	Segretario Comunale	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanmartinoinpensiliscb@legalmail.it	pec	null	null	null	null	null	null	null	null				null	0		
00261340699	c_h991	Comune di San Martino sulla Marrucina	San Martino sulla Marrucina	Luciano	Giammarino	66010	CH	Abruzzo	www.sanmartinosm.it	Via Piano Della Chiesa 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.sanmartinosm.it	pec	segretario@sanmartinosm.it	altro	ragioneria@sanmartinosm.it	altro	demografici.elettorale@sanmartinosm.it	altro	sindaco@sanmartinosm.it	altro				null	0		
00404280786	c_h992	Comune di San Martino di Finita	San Martino di Finita	Armando	Tocci	87010	CS	Calabria	www.comune.sanmartinodifinita.cs.it	Piazza Municipio N. 5	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.sanmartinodifinita@asmepec.it	pec	lavoripubblici.sanmartinodifinita@asmepec.it	pec	ragioneria.sanmartinodifinita@asmepec.it	pec	servizidemografici.sanmartinodifinita@asmepec.it	pec	urbanistica.sanmartinodifinita@asmepec.it	pec				null	0		1
00953810769	c_h994	Comune di San Martino D'Agri	San Martino d'Agri	Michelino	Lammoglia	85030	PZ	Basilicata	www.comune.sanmartinodagri.pz.it	Via Mercato, 43	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanmartinodagri@cert.ruparbasilicata.it	pec	null	null	null	null	null	null	null	null				null	0		
80001690298	c_h996	Comune di San Martino di Venezze	San Martino di Venezze	Vinicio	Piasentini	45030	RO	Veneto	www.comune.sanmartinodivenezze.ro.it	Piazza Aldo Moro, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	segreteria@pec.comune.sanmartinodivenezze.ro.it	pec	ufficio.segreteria@venezze.it	altro	null	null	null	null	null	null	https://www.facebook.com/comune.smv			null	2		
84003870015	c_h997	Comune di San Martino Canavese	San Martino Canavese	Aldo	Maggio	10010	TO	Piemonte	comune.sanmartinocanavese.to.it	Piazza Marconi 1	Segretario Comunale	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	ragioneria.san.martino.canavese@cert.ruparpiemonte.it	pec	san.martino.canavese@ruparpiemonte.it	altro	null	null	null	null	null	null				null	0		1
00203720933	c_h999	Comune di San Martino al Tagliamento	San Martino al Tagliamento	Francesco	Del Bianco	33098	PN	Friuli Venezia Giulia	www.comune.sanmartinoaltagliamento.pn.it	Piazza Umberto I, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanmartinoaltagliamento@certgov.fvg.it	pec	null	null	null	null	null	null	null	null				null	0		1
83001310917	c_hi5a	Comune di Tinnura	Tinnura	Pietro	Fadda	08010	OR	Sardegna	www.comune.tinnura.or.it	Via Nazionale N. 63	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.tinnura@pec.comunas.it	pec	protocollo@comune.tinnura.or.it	altro	tecnico.tinnura@tiscali.it	altro	ragioneria@comune.tinnura.or.it	altro	null	null				null	0		1
80008550701	c_ht1k	Comune di Oratino	Oratino	ROBERTO	DE SOCIO	86010	CB	Molise	www.comune.oratino.cb.it/	Piazza Raffaele Rogati, 3	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.oratinocb@legalmail.it	pec	comune@oratino.it	altro	null	null	null	null	null	null					0		1
80000790628	c_i002	Comune di San Martino Sannita	San Martino Sannita	Rita	Prisco	82010	BN	Campania	comune.sanmartinosannita.bn.it	Piazza Roma 1	Segretario Comunale	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	sanmartinosannita@pec.cstsannio.it	pec	ufficiofinanziario@comune.sanmartinosannita.bn.it	altro	segreteria@comune.sanmartinosannita.bn.it	altro	null	null	null	null				null	0		
00333790236	c_i003	Comune di San Martino Buon Albergo	San Martino Buon Albergo	Franco Giacomo	De Santi	37036	VR	Veneto	www.comunesanmartinobuonalbergo.it	Piazza Del Popolo, 36	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanmartinobuonalbergo.vr@pecveneto.it	pec	posta@comunesanmartinobuonalbergo.it	altro	null	null	null	null	null	null	https://www.facebook.com/comunesanmartinobuonalbergo/			null	0		
00305440190	c_i007	Comune di San Martino del Lago	San Martino del Lago	Giulia	Bastelli	26040	CR	Lombardia	www.comune.sanmartinodellago.cr.it	Via Roma, 36	Servizi Demografici	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanmartinodellago@pec.regione.lombardia.it	pec	anagrafe@comune.sanmartinodellago.cr.it	altro	null	null	null	null	null	null				null	0		1
81000530287	c_i008	Comune di San Martino di Lupari	San Martino di Lupari	Stella	Bagliolid	35018	PD	Veneto	www.comune.sanmartinodilupari.pd.it	Largo Europa N. 5	Segretario Comunale	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	sanmartinodilupari.pd@cert.ip-veneto.net	pec	segreteria@comune.sanmartinodilupari.pd.it	altro	null	null	null	null	null	null				null	0		1
00441100351	c_i011	Comune di San Martino In Rio	San Martino in Rio	Paolo	Fuccio	42018	RE	Emilia Romagna	comune.sanmartinoinrio.re.it/	Corso Umberto I, 22	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	sanmartinoinrio@cert.provincia.re.it	pec	null	null	null	null	null	null	null	null				null	0		1
84507970154	c_i012	Comune di San Martino In Strada	San Martino in Strada	Luca	Marini	26817	LO	Lombardia	www.comune.sanmartinoinstrada.lo.it	Piazza Italia, 5	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	SANMARTINO	S	sanmartinoinstrada@cert.elaus2002.net	pec	null	null	null	null	null	null	null	null				null	0		1
00466390184	c_i014	Comune di San Martino Siccomario	San Martino Siccomario	Alessandro	Zocca	27028	PV	Lombardia	www.sanmartinosiccomario.gov.it	Via Roma, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.sanmartino.pv.it	pec	info@comune.sanmartino.pv.it	altro	null	null	null	null	null	null				null	0		
80013570645	c_i016	Comune di San Martino Valle Caudina	San Martino Valle Caudina	Pasquale	Pisano	83018	AV	Campania	www.comune.sanmartinovallecaudina.av.it	Piazza G. Del Balzo	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo.sanmartinovc@asmepec.it	pec	ced.sanmartinovc@asmepec.it	pec	polizialocale.sanmartinovc@asmepec.it	pec	demografici.sanmartinovc@asmepec.it	pec	segreteria.sanmartinovc@asmepec.it	pec				null	0		
00190300053	c_i017	Comune di San Marzano Oliveto	San Marzano Oliveto	Maurizio	Balestrino	14050	AT	Piemonte	www.comune.sanmarzanooliveto.at.it	Via Umberto I N 2	Segretario Comunale	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanmarzanooliveto.at@legalmail.it	pec	protocollo@comune.sanmarzanooliveto.at.it	altro	null	null	null	null	null	null				null	0		1
80010650739	c_i018	Comune di San Marzano di San Giuseppe	San Marzano di San Giuseppe	Giuseppe	Tarantino	74020	TA	Puglia	www.sanmarzano-ta.gov.it/	Piazza Universitario Angelo Casalini, 9	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.sanmarzano-ta.gov.it	pec	ufficio.protocollo@pec.comunesanmarzano.ta.it	altro	null	null	null	null	null	null				null	0		1
00066290701	c_i023	Comune di San Massimo	San Massimo	Alfonso	Leggieri	86027	CB	Molise	www.comune.sanmassimo.cb.it	Via Roma	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanmassimo@pec.it	pec	comune.sanmassimo@libero.it	altro	null	null	null	null	null	null				null	0		1
01126920014	c_i024	Comune di San Maurizio Canavese	San Maurizio Canavese	Paolo	Biavati	10077	TO	Piemonte	www.comune.sanmauriziocanavese.to.it	Piazza Martiri Della Liberta', 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.sanmauriziocanavese.to.it	pec	protocollo@comune.sanmauriziocanavese.to.it	altro	null	null	null	null	null	null				null	0		1
00344700034	c_i025	Comune di San Maurizio d'Opaglio	San Maurizio d'Opaglio	Marco	Suno Minazzi	28017	NO	Piemonte	www.comunesanmauriziodopaglio.no.it	Piazza 1 Maggio, 4	Responsabile Servizio Finanziario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.comune.sanmauriziodopaglio.no.it	pec	municipio@comune.sanmauriziodopaglio.no.it	altro	null	null	null	null	null	null				null	0		
00312790793	c_i026	Comune di San Mauro Marchesato	San Mauro Marchesato	Vittoria	Barone	88831	KR	Calabria	www.comune.sanmauromarchesato.kr.it/	Via San Rocco	Responsabile Finanziario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	ufficiotecnico.sanmauromarchesato@asmepec.it	pec	ragioneria.sanmauromarchesato@asmepec.it	pec	barone.viki@libero.it	altro	null	null	null	null				null	0		1
81001550409	c_i027	Comune di San Mauro Pascoli	San Mauro Pascoli	Luciana	Garbuglia	47030	FC	Emilia Romagna	www.comune.sanmauropascoli.fc.it	Piazza Mazzini, 3	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanmauropascoli@cert.provincia.fc.it	pec	null	null	null	null	null	null	null	null				null	0		1
02917610822	c_i028	Comune di San Mauro Castelverde	San Mauro Castelverde	GIUSEPPE	MINUTILLA	90010	PA	Sicilia	www.comune.sanmaurocastelverde.pa.it	Piazza Municipio, 11	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanmaurocastelverde.pa@pec.it	pec	comune@comune.sanmaurocastelverde.pa.it	altro	null	null	null	null	null	null				null	0		
83000570776	c_i029	Comune di San Mauro Forte	San Mauro Forte	Francesco	Diluca	75010	MT	Basilicata	www.comune.sanmauroforte.mt.it	Via Pietro Marsilio, 45	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanmauroforte.mt@pec.it	pec	domdeu@libero.it	altro	null	null	null	null	null	null				null	0		1
01113180010	c_i030	Comune di San Mauro Torinese	San Mauro Torinese	Marco	Bongiovanni	10099	TO	Piemonte	www.comune.sanmaurotorinese.to.it	Via Martiri Della Liberta', 150	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@cert.comune.sanmaurotorinese.to.it	pec	null	null	null	null	null	null	null	null				null	0		1
81001210657	C_I031	Comune di San Mauro Cilento	San Mauro Cilento	FRANCESCA GIOVANNA	BUCCINO	84070	SA	Campania	www.sanmaurocilento.gov.it	Via Serra 18	COMMISSARIO STRAORDINARIO	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	protocollo@pec.sanmaurocilento.gov.it	pec	demografici.sanmaurocilento@asmepec.it	pec	servizio.finanziario.sanmaurocilento@asmepec.it	pec	null	null	null	null				null	0		
84001670656	c_i032	Comune di San Mauro La Bruca	San Mauro la Bruca	FRANCESCO	SCARABINO	84070	SA	Campania	www.comune.sanmaurolabruca.sa.it	Via Oberdan, 1	SINDACO	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	comune.sanmaurolabruca@asmepec.it	pec	utc@comune.sanmaurolabruca.sa.it	altro	null	null	null	null	null	null				null	0		1
