cf,Regione,Provincia,des_amm,URLrobots,url,cod_amm,Comune,nome_resp,cogn_resp,Cap,sito_istituzionale,Indirizzo,titolo_resp,tipologia_istat,tipologia_amm,acronimo,cf_validato,mail1,tipo_mail1,mail2,tipo_mail2,mail3,tipo_mail3,mail4,tipo_mail4,mail5,tipo_mail5,url_facebook,url_twitter,url_youtube,url_linkedin,liv_accessibili,HTTPreply,robots
80012100758,Puglia,LE,Comune di Soleto,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80012100758.txt,www.comune.soleto.le.it,c_i800,Soleto,Graziano,Vantaggiato,73010,www.comune.soleto.le.it,"Piazza Vittorio Emanuele II, 15",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.comune.soleto@pec.rupar.puglia.it,pec,segreteria@comune.soleto.le.it,altro,null,null,null,null,null,null,https://www.facebook.com/comunedisoleto/,,,null,0,200,x
80012110245,Veneto,PD,Anci Veneto,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80012110245.txt,www.anciveneto.org,anciv,Selvazzano Dentro,Carlo,Rapicavoli,35030,www.anciveneto.org/,"Melchiorre Cesarotti, 17",Direttore,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,anciveneto@pec.it,pec,null,null,null,null,null,null,null,null,https://www.facebook.com/Anciveneto/,,,null,0,200,x
80012110260,Veneto,TV,Comune di Cimadolmo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80012110260.txt,www.comune.cimadolmo.tv.it,c_c689,Cimadolmo,Giovanni,Ministeri,31010,www.comune.cimadolmo.tv.it,"Via Roma, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.comune.cimadolmo.tv@pecveneto.it,pec,segreteria@comune.cimadolmo.tv.it,altro,demografici.comune.cimadolmo.tv@pecveneto.it,pec,null,null,null,null,,,,null,0,200,x
80012250736,Puglia,TA,Comune di Castellaneta,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80012250736.txt,www.castellaneta.gov.it,c_c136,Castellaneta,Giovanni,GUGLIOTTI,74011,www.castellaneta.gov.it,"Piazza Principe Di Napoli, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comuncastellanetasegreteria@postecert.it,pec,capoarea.prima@castellaneta.gov.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80012270049,Piemonte,CN,Consorzio Ecologico Cuneese,,www.cec-cuneo.it,cecu,Cuneo,Pier Giacomo,Quiriti,12100,www.cec-cuneo.it,"Via Roma, 28",Presidente,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,info@pec.cec-cuneo.it,pec,info@cec-cuneo.it,altro,null,null,null,null,null,null,,,,null,1,200,
80012290260,Veneto,TV,Comune di Salgareda,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80012290260.txt,www.comune.salgareda.tv.it,c_h706,Salgareda,Andrea,Favaretto,31040,www.comune.salgareda.tv.it,"Via Roma, 111",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.salgareda.tv@pecveneto.it,pec,protocollo@comune.salgareda.tv.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80012300648,Campania,AV,Comune di Lauro,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80012300648.txt,www.comune.lauro.av.it,c_e487,Lauro,Antonio,Bossone,83023,www.comune.lauro.av.it,"Piazza Municipio, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,ragioneria.lauro@asmepec.it,pec,ragionerialauro@virgilio.it,altro,elettorale.lauro@asmepec.it,pec,protocollo.lauro@asmepec.it,pec,null,null,,,,null,1,200,x
80012330751,Puglia,LE,Comune di Martignano,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80012330751.txt,www.comune.martignano.le.it,c_e984,Martignano,Luciano,Aprile,73020,www.comune.martignano.le.it,Via Roma,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.martignano@pec.rupar.puglia.it,pec,segretario@comune.martignano.le.it,altro,uff.tecnico@comune.martignano.le.it,altro,segreteria.comune.martignano@pec.rupar.puglia.it,pec,segreteria@comune.martignano.le.it,altro,,,,null,0,200,x
80012350171,Lombardia,BS,Comune di Serle,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80012350171.txt,www.comune.serle.bs.it,c_i631,Serle,Paolo,Bonvicini,25080,www.comune.serle.bs.it/,Piazza Boifava 13,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.serle.bs.it,pec,demografici@pec.comune.serle.bs.it,pec,null,null,null,null,null,null,https://www.facebook.com/ComunediSerle,,,null,0,200,x
80012370260,Veneto,TV,Comune di Meduna di Livenza,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80012370260.txt,www.comune.medunadilivenza.tv.it,c_f088,Meduna di Livenza,ARNALDO STEFANO,PITTON,31040,www.comune.medunadilivenza.tv.it,"Via Vittorio Emanuele, 13",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,segreteria.comune.medunadilivenza.tv@pecveneto.it,pec,demografici.comune.medunadilivenza.tv@pecveneto.it,pec,ragioneria.comune.medunadilivenza.tv@pecveneto.it,pec,ufficiotecnico.comune.medunadilivenza.tv@pecveneto.it,pec,casalbergo.comune.medunadilivenza.tv@pecveneto.it,pec,,,,,0,200,x
80012420289,Veneto,PD,Comune di Anguillara Veneta,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80012420289.txt,www.comune.anguillaraveneta.pd.it,c_a296,Anguillara Veneta,Luigi,Polo,35022,www.comune.anguillaraveneta.pd.it,"Piazza Alcide De Gasperi, 7",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,anguillaraveneta.pd@cert.ip-veneto.net,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80012470177,Lombardia,BS,Comune di Montirone,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80012470177.txt,www.comune.montirone.bs.it,c_f680,Montirone,Eugenio,Stucchi,25010,www.comune.montirone.bs.it,Piazza Manzoni 17,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.montirone.bs.it,pec,comune.montirone@comune.montirone.bs.it,altro,null,null,null,null,null,null,https://www.facebook.com/comune.montirone,,,null,0,200,x
80012470573,Lazio,RI,Comune di Tarano,,comune.tarano.ri.it,c_l046,Tarano,Miranda,Glandarelli,02040,comune.tarano.ri.it,"Via Regina Margherita, 5",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comunetarano@pec.it,pec,comunetarano@gmail.com,altro,null,null,null,null,null,null,https://www.facebook.com/comunedi.tarano/,,,null,0,404,
80012540755,Puglia,LE,Comune di Sternatia,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80012540755.txt,www.comune.sternatia.le.it,c_i950,Sternatia,DONATA  MARIA LUCIA,GRASSO,73010,www.comune.sternatia.le.it,"Via B.Ancora,42",P.O.,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.comune.sternatia@pec.rupar.puglia.it,pec,ragioneria.comune.sternatia@pec.rupar.puglia.it,pec,poliziamunicipale.comune.sternatia@pec.rupar.puglia.it,pec,ufficiotecnico.comune.sternatia@pec.rupar.puglia.it,pec,affarigenerali.comune.sternatia@pec.rupar.puglia.it,pec,,,,null,0,200,x
80012570729,Puglia,BA,Comune di Casamassima,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80012570729.txt,www.comune.casamassima.ba.it,c_b923,Casamassima,Aldo,Aldi,70010,www.comune.casamassima.ba.it,"Piazza Aldo Moro, 2",Commissario Prefettizio,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.casamassima@pec.it,pec,personale.comune.casamassima@pec.it,pec,elettoraleeleva.comune.casamassima@pec.it,pec,statocivile.comune.casamassima@pec.it,pec,anagrafe.comune.casamassima@pec.it,pec,https://www.facebook.com/ComuneDiCasamassima?fref=ts,,,null,0,200,x
80012620649,Campania,AV,Comune di Parolise,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80012620649.txt,www.comune.parolise.av.it,c_g340,Parolise,Antonio,Ferullo,83050,www.comune.parolise.av.it,"Piazza Don Marciano Marino, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,segreteria.parolise@asmepec.it,pec,null,null,null,null,null,null,null,null,,,,,0,200,x
80012630648,Campania,AV,Comune di San Potito Ultra,,www.comune.sanpotitoultra.av.it,c_i129,San Potito Ultra,Gabriele,Marallo,83050,www.comune.sanpotitoultra.av.it,Piazza Baroni Amatucci 18,Referente,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comunesanpotitoultra.gov.it,pec,anagrafe@pec.comunesanpotitoultra.gov.it,pec,segretario@pec.comunesanpotitoultra.gov.it,pec,poliziamunicipale@pec.comunesanpotitoultra.gov.it,pec,dirigenteutc@pec.comunesanpotitoultra.gov.it,pec,http://www.facebook.com/sanpotitoultra,http://www.twitter.com/sanpotitoultra,http://www.youtube.com/sanpotitoultra,null,0,404,
80012690758,Puglia,LE,Comune di Secli',https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80012690758.txt,www.comune.secli.le.it,c_i559,Secli',Antonio,Casarano,73050,www.comune.secli.le.it,"Via Puccini, 20",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.comune.secli@pec.rupar.puglia.it,pec,info@comune.secli.le.it,altro,segretario.comune.secli@pec.rupar.puglia.it,pec,null,null,null,null,,,,null,0,200,x
80012750925,Sardegna,CA,Comune di Mandas,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80012750925.txt,www.comune.mandas.ca.it,c_e877,Mandas,MARCO,PISANO,09040,www.comune.mandas.ca.it,"Piazza Del Ducato Di Mandas, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.mandas@cert.legalmail.it,pec,manca.comunemandas@tiscali.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80012760239,Veneto,VR,Comune di Marano di Valpolicella,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80012760239.txt,www.comunemaranovalpolicella.vr.it,c_e911,Marano di Valpolicella,Giovanni,Viviani,37020,www.comunemaranovalpolicella.vr.it,"Via Porta, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,info@pec.comunemaranovalpolicella.vr.it,pec,info@comunemaranovalp.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80013190485,Toscana,FI,Comune di Dicomano,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80013190485.txt,www.comune.dicomano.fi.it,c_d299,Dicomano,Stefano,Passiatore,50062,www.comune.dicomano.fi.it,"Piazza Della Repubblica, 3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.dicomano@postacert.toscana.it,pec,responsabile.segreteria@comune.dicomano.fi.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80013230224,Trentino Alto Adige,TN,Comune di Aldeno,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80013230224.txt,www.comune.aldeno.tn.it,c_a178,Aldeno,Nicola,Fioretti,38060,www.comune.aldeno.tn.it,Piazza Cesare Battisti N. 5,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,aldeno@postemailcertificata.it,pec,protocollo@comune.aldeno.tn.it,altro,null,null,null,null,null,null,,,,,0,200,x
80013250644,Campania,AV,Comune di Moschiano,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80013250644.txt,www.comune.moschiano.av.it,c_f762,Moschiano,Angelo,Mazzocca,83020,www.comune.moschiano.av.it,Piazza IV Novembre,Sindaco Responsabile area tecnica,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.moschiano@asmepec.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80013330925,Sardegna,CA,Comune di Teulada,,www.comune.teulada.ca.it,c_l154,Teulada,DANIELE,SERRA,09019,www.comune.teulada.ca.it,Via Cagliari 59,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.teulada.ca.it,pec,null,null,null,null,null,null,null,null,,,,null,0,404,
80013400405,Emilia Romagna,FC,Comune di Rocca San Casciano,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80013400405.txt,www.comune.roccasancasciano.fc.it,c_h437,Rocca San Casciano,Pier Luigi,Lotti,47017,www.comune.roccasancasciano.fc.it,"Piazza Famiglia Tassinari, 15",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.roccasancasciano@cert.provincia.fc.it,pec,null,null,null,null,null,null,null,null,,,,,0,200,x
80013450921,Sardegna,CA,Comune di Decimomannu,,www.comune.decimomannu.ca.it,c_d259,Decimomannu,Anna Paola,Marongiu,09033,www.comune.decimomannu.ca.it,"Piazza Municipio, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.decimomannu.ca.it,pec,settorefinanziario@pec.comune.decimomannu.ca.it,pec,settoretecnico@pec.comune.decimomannu.ca.it,pec,null,null,null,null,,,,null,0,404,
80013460284,Veneto,PD,Comune di Legnaro,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80013460284.txt,www.comune.legnaro.pd.it,c_e515,Legnaro,Giovanni,Bettini,35020,www.comune.legnaro.pd.it,"Piazza Costituzione, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,legnaro.pd@cert.ip-veneto.net,pec,segreteria@comune.legnaro.pd.it,altro,affarigenerali@comune.legnaro.pd.it,altro,null,null,null,null,,,,null,0,200,x
80013490927,Sardegna,CA,Comune di Sant'Andrea Frius,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80013490927.txt,www.comune.santandreafrius.ca.it,c_i271,Sant'Andrea Frius,Simone,Melis,09040,www.comune.santandreafrius.ca.it,"Via Enrico Fermi, 6",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.santandreafrius.ca.it,pec,ufficiotecnico@pec.comune.santandreafrius.ca.it,pec,null,null,null,null,null,null,,,,null,0,200,x
80013570645,Campania,AV,Comune di San Martino Valle Caudina,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80013570645.txt,www.comune.sanmartinovallecaudina.av.it,c_i016,San Martino Valle Caudina,Pasquale,Pisano,83018,www.comune.sanmartinovallecaudina.av.it,Piazza G. Del Balzo,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.sanmartinovc@asmepec.it,pec,ced.sanmartinovc@asmepec.it,pec,polizialocale.sanmartinovc@asmepec.it,pec,demografici.sanmartinovc@asmepec.it,pec,segreteria.sanmartinovc@asmepec.it,pec,,,,null,0,200,x
80013710373,Emilia Romagna,BO,Comune di Monterenzio,,www.comune.monterenzio.bologna.it,c_f597,Monterenzio,Patrizio,D'Errigo,40050,www.comune.monterenzio.bologna.it,Piazza Guerrino De Giovanni 1,Responsabile Area Economico Finanziaria,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.monterenzio@cert.provincia.bo.it,pec,null,null,null,null,null,null,null,null,https://www.facebook.com/Comune-di-Monterenzio-355607651293623/,,,,0,000,
80013730371,Emilia Romagna,BO,Comune di Monte San Pietro,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80013730371.txt,www.comune.montesanpietro.bo.it,c_f627,Monte San Pietro,Stefano,Rizzoli,40050,www.comune.montesanpietro.bo.it,"Piazza Della Pace, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.montesanpietro@cert.provincia.bo.it,pec,comune@comune.montesanpietro.bo.it,altro,poliziamunicipale.montesanpietro@cert.provincia.bo.it,pec,null,null,null,null,,,,null,0,200,x
80013770682,Abruzzo,PE,Comune di Alanno,,www.comune.alanno.pe.it,c_a120,Alanno,OSCAR,PEZZI,65020,www.comune.alanno.pe.it,Piazza Trieste 2,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.alanno@pec.it,pec,affarigenerali@comune.alanno.pe.it,altro,null,null,null,null,null,null,,,,null,0,404,
80013790227,Trentino Alto Adige,TN,Comune di Vignola Falesina,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80013790227.txt,www.comune.vignola-falesina.tn.it,c_l886,Vignola-Falesina,Danilo,Anderle,38057,http://www.comune.vignola-falesina.tn.it/,"Frazione Vignola, 12",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune@pec.comune.vignola-falesina.tn.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80013870169,Lombardia,BG,Comune di Sarnico,,www.comune.sarnico.bg.it,c_i437,Sarnico,Giorgio,Bertazzoli,24067,www.comune.sarnico.bg.it,"Via Roma, 54",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.sarnico.bg.it,pec,protocollo@comune.sarnico.bg.it,altro,null,null,null,null,null,null,,,,null,0,404,
80013910163,Lombardia,BG,Comune di Ponteranica,,www.comune.ponteranica.bg.it,c_g853,Ponteranica,ALBERTO,NEVOLA,24010,www.comune.ponteranica.bg.it,Piazza dott. Pietro Asperti n. 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,info@pec.comune.ponteranica.bg.it,pec,info@comune.ponteranica.bg.it,altro,null,null,null,null,null,null,,,,null,0,404,
80013950177,Lombardia,BS,Comune di Nuvolera,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80013950177.txt,www.comune.nuvolera.bs.it,c_f990,Nuvolera,Andrea,Agnelli,25080,www.comune.nuvolera.bs.it,Piazza Gen. Luigi Soldo 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.nuvolera.bs.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80013950219,Trentino Alto Adige,BZ,Comune di Cornedo All'Isarco,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80013950219.txt,www.comune.cornedo.bz.it,c_b799,Cornedo all'Isarco,Martina,Lantschner,39053,www.comune.cornedo.bz.it,Via Kunter 2,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,karneid.cornedo@legalmail.it,pec,info@comune.cornedo.bz.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80013960036,Piemonte,NO,Comune di Granozzo con Monticello,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80013960036.txt,www.comune.granozzoconmonticello.no.it,c_e143,Granozzo con Monticello,PAOLO,PAGLINO,28060,www.comune.granozzoconmonticello.no.it,"Via Matteotti, 15",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.granozzo@cert.ruparpiemonte.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80014070223,Trentino Alto Adige,TN,Comune di Mezzolombardo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80014070223.txt,www.comune.mezzolombardo.tn.it,c_f187,Mezzolombardo,Girardi,Christian,38017,www.comune.mezzolombardo.tn.it,"Corso Del Popolo, 17",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.mezzolombardo@cmail.autenticazione.it,pec,info@comune.mezzolombardo.tn.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80014110920,Sardegna,CA,Comune di Siurgus Donigala,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80014110920.txt,www.comune.siurgusdonigala.ca.it,c_i765,Siurgus Donigala,ANTONELLO,PERRA,09040,www.comune.siurgusdonigala.ca.it,"Via Kennedy, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.siurgusdonigala.ca.it,pec,comunesiurgusdem@tiscali.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80014150249,Veneto,VI,Comune di Isola Vicentina,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80014150249.txt,www.comune.isola-vicentina.vi.it,c_e354,Isola Vicentina,Francesco Enrico,Gonzo,36033,www.comune.isola-vicentina.vi.it,Via Marconi 14,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,isolavicentina.vi@cert.ip-veneto.net,pec,segreteria@comune.isola-vicentina.vi.it,altro,null,null,null,null,null,null,https://www.facebook.com/isolavi,,,null,0,200,x
80014150686,Abruzzo,PE,Comune di Moscufo,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80014150686.txt,www.comunedimoscufo.it,c_f765,Moscufo,CLAUDIO,DE COLLIBUS,65010,www.comunedimoscufo.it,"Piazza Umberto I, 9",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comunedimoscufo.it,pec,protocollo@comunedimoscufo.it,altro,null,null,null,null,null,null,,,,,0,200,x
80014170924,Sardegna,CA,Comune di Villasimius,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80014170924.txt,www.comune.villasimius.ca.it,c_b738,Villasimius,Gianluca,Dessi',09049,www.comune.villasimius.ca.it,Piazza Gramsci 10,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo.comunevillasimius@legalmail.it,pec,istituzionali.comunevillasimius@legalmail.it,pec,null,null,null,null,null,null,https://www.facebook.com/Comune-di-Villasimius-945883598757462/,,,null,2,200,x
80014290235,Veneto,VR,Comune di Vigasio,,comune.vigasio.vr.it,c_l869,Vigasio,Daniela,Contri,37068,comune.vigasio.vr.it,"Via Italo Montemezzi, 17",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,vigasio.segreteria@halleycert.it,pec,ragioneria.margotto@comune.vigasio.vr.it,altro,null,null,null,null,null,null,,,,null,0,000,
80014510376,Emilia Romagna,BO,Comune di Castiglione Dei Pepoli,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80014510376.txt,www.comune.castiglionedeipepoli.bo.it,c_c296,Castiglione dei Pepoli,Maurizio,Fabbri,40035,www.comune.castiglionedeipepoli.bo.it,"Piazza Marconi, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.castiglionedeipepoli@cert.provincia.bo.it,pec,null,null,null,null,null,null,null,null,,,,null,0,200,x
80014520227,Trentino Alto Adige,TN,Comune di Denno,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80014520227.txt,www.comune.denno.tn.it,c_d273,Denno,Fabrizio,Inama,38010,www.comune.denno.tn.it,"Via G.Ossanna, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune@pec.comune.denno.tn.it,pec,c.denno@comuni.infotn.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80014530374,Emilia Romagna,BO,Comune di San Benedetto Val di Sambro,,www.comune.sanbenedettovaldisambro.bo.it,c_g566,San Benedetto Val di Sambro,Alessandro,Santoni,40048,www.comune.sanbenedettovaldisambro.bo.it,"Via Roma, 39",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.sanbenedettovaldisambro@cert.provincia.bo.it,pec,sindaco@comune.sanbenedettovaldisambro.bo.it,altro,null,null,null,null,null,null,,,,null,0,404,
80014530929,Sardegna,CA,Comune di Vallermosa,,www.comune.vallermosa.ca.it,c_l613,Vallermosa,Francesco,Spiga,09010,www.comune.vallermosa.ca.it,Via Adua N. 2,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,PROTOCOLLO.VALLERMOSA@SERVIZIPOSTACERT.IT,pec,RAGIONERIAVALLERMOSA@SERVIZIPOSTACERT.IT,pec,null,null,null,null,null,null,,,,null,0,000,
80014590352,Emilia Romagna,RE,Comune di Castellarano,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80014590352.txt,www.comune.castellarano.re.it,c_c141,Castellarano,Giorgio,Zanni,42014,www.comune.castellarano.re.it,"Via Roma, 7",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,egov.castellarano@cert.poliscomuneamico.net,pec,info@comune.castellarano.re.it,altro,null,null,null,null,null,null,,,,null,0,200,x
80014630372,Emilia Romagna,BO,Comune di Sala Bolognese,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80014630372.txt,www.comune.sala-bolognese.bo.it,c_h678,Sala Bolognese,Emanuele,Bassi,40010,www.comune.sala-bolognese.bo.it/,"P.zza G. Marconi, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.salabolognese@cert.provincia.bo.it,pec,fatturapa.salabolognese@cert.cittametropolitana.bo.it,pec,null,null,null,null,null,null,,,,null,2,200,x
80014650925,Sardegna,CA,Comune di Sinnai,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80014650925.txt,www.comune.sinnai.ca.it,c_i752,Sinnai,Michele,Cuccu,09048,www.comune.sinnai.ca.it,Parco Delle Rimembranze,Segretario Generale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.sinnai.ca.it,pec,statocivile@pec.comune.sinnai.ca.it,pec,null,null,null,null,null,null,,,,,0,200,x
80014740130,Lombardia,CO,Comune di Carbonate,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80014740130.txt,www.comune.carbonate.co.it,c_b742,Carbonate,Amalia,Marazzi,22070,www.comune.carbonate.co.it,"Via Don Zanchetta, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,comune.carbonate@pec.regione.lombardia.it,pec,info@comune.carbonate.co.it,altro,everonesetecnico@comune.carbonate.co.it,altro,null,null,null,null,,,,null,0,200,x
80014890638,Campania,NA,Comune di Napoli,,www.comune.napoli.it,c_f839,Napoli,Luigi,de Magistris,80123,www.comune.napoli.it,Piazza Municipio - Palazzo S.Giacomo,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,COMUNE DI NAPOLI,S,protocollo@pec.comune.napoli.it,pec,null,null,null,null,null,null,null,null,,,,null,3,404,
80014950903,Sardegna,SS,Comune di Muros,,www.comune.muros.ss.it,c_f818,Muros,Federico,Tolu,07030,www.comune.muros.ss.it,Via Brigata Sassari 66,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,protocollo@pec.comune.muros.ss.it,pec,null,null,null,null,null,null,null,null,,,,null,0,404,
80015010723,Puglia,BA,Comune di Bari,https://raw.githubusercontent.com/aborruso/parobot/master/comuni/80015010723.txt,www.comune.bari.it,c_a662,Bari,Antonio,Decaro,70122,www.comune.bari.it,"Cso Vittorio Emanuele II, 84",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,archiviogenerale.comunebari@pec.rupar.puglia.it,pec,contrattiappalti.comunebari@pec.rupar.puglia.it,pec,suap.comunebari@pec.rupar.puglia.it,pec,tributi.comunebari@pec.rupar.puglia.it,pec,ragioneria.comunebari@pec.rupar.puglia.it,pec,,,,null,0,200,x
